Bradi2g53600	Os01t0823400-01
Bradi2g59523	Os01t0928400-01
Bradi2g24110	Os05t0437900-01
Bradi3g02560	Os02t0125600-00
Bradi2g22940	Os05t0463800-01
Bradi3g46760	Os02t0575700-01
Bradi1g52720	Os07t0283200-01
Bradi5g13663	Os04t0482300-01
Bradi3g52070	Os02t0689200-01
Bradi3g52837	Os02t0706600-00
Bradi3g46160	Os02t0633700-00
Bradi1g62790	Os03t0343800-00
Bradi4g29102	Os09t0371000-01
Bradi4g29271	Os09t0375300-00
Bradi2g02890	Os01t0143800-01
Bradi3g41150	Os08t0530200-01
Bradi5g08856	Os11t0307600-02
Bradi4g07847	Os09t0255000-01
Bradi4g11300	Os11t0657100-01
Bradi5g25910	Os04t0674100-01
Bradi3g00220	Os06t0340200-02
Bradi1g15600	Os06t0490400-00
Bradi3g08317	Os02t0223700-01
Bradi1g08597	Os03t0748900-01
Bradi5g27240	Os04t0689400-01
Bradi2g57280	Os01t0887700-01
Bradi2g55477	Os01t0858000-00
Bradi1g52640	Os07t0405100-01
Bradi4g04360	Os12t0566500-01
Bradi2g15241	Os05t0581700-01
Bradi2g10070	Os01t0268700-00
Bradi3g49747	Os02t0637800-02
Bradi3g41840	Os12t0628500-01
Bradi1g01140	Os03t0852900-01
Bradi1g36820	Os06t0600301-00
Bradi3g19750	Os02t0457325-00
Bradi2g07116	Os01t0219100-01
Bradi3g40382	Os08t0521000-01
Bradi5g10552	Os07t0121800-01
Bradi3g28816	Os04t0507032-00
Bradi1g10280	Os03t0666600-01
Bradi3g53107	Os02t0711000-01
Bradi2g50050	Os01t0752700-01
Bradi1g69490	Os03t0223900-01
Bradi2g10294	Os11t0465200-01
Bradi1g04140	Os03t0815200-01
Bradi4g07870	Os12t0438900-01
Bradi2g27180	Os05t0373900-01
Bradi3g34850	Os08t0386200-01
Bradi2g06850	Os01t0213100-00
Bradi3g27800	Os03t0147400-01
Bradi2g44880	Os01t0640600-01
Bradi4g42790	Os11t0148600-01
Bradi1g03240	Os02t0688200-00
Bradi5g09750	Os04t0418000-01
Bradi2g61320	Os01t0958100-01
Bradi3g06577	Os02t0190300-01
Bradi5g02380	Os04t0102700-01
Bradi3g23167	Os10t0391100-01
Bradi2g13450	Os01t0528800-01
Bradi4g26715	Os08t0326300-01
Bradi1g02165	Os11t0436450-00
Bradi3g14590	Os08t0138500-01
Bradi1g27040	Os07t0495200-01
Bradi3g52220	Os02t0693700-01
Bradi2g51070	Os01t0768700-01
Bradi2g38737	Os05t0111100-01
Bradi5g14511	Os10t0388600-00
Bradi1g28330	Os07t0469100-01
Bradi3g52690	Os09t0130800-02
Bradi1g55703	Os07t0177000-00
Bradi1g09900	Os03t0729500-01
Bradi1g34857	Os06t0710800-01
Bradi1g71820	Os03t0190900-01
Bradi3g13370	Os08t0109400-01
Bradi1g53720	Os07t0230600-00
Bradi3g38690	Os09t0515800-01
Bradi5g22250	Os04t0623500-02
Bradi3g43010	Os01t0974000-01
Bradi3g59560	Os02t0742000-01
Bradi3g18930	Os08t0244100-01
Bradi1g62615	Os03t0346900-01
Bradi1g74070	Os03t0165266-00
Bradi2g48190	Os01t0715800-01
Bradi4g27580	Os09t0298400-01
Bradi3g39140	Os11t0244100-00
Bradi4g16327	Os11t0557300-01
Bradi1g59226	Os07t0108400-01
Bradi2g54360	Os05t0365500-01
Bradi1g19320	Os07t0656000-00
Bradi5g20427	Os10t0390600-01
Bradi2g14520	Os04t0174800-01
Bradi1g04820	Os05t0297900-01
Bradi2g45610	Os01t0660200-01
Bradi1g19200	Os07t0657100-01
Bradi1g61590	Os03t0367000-01
Bradi3g52470	Os02t0699700-01
Bradi5g13300	Os04t0475400-00
Bradi2g55190	Os01t0852900-01
Bradi4g45222	Os02t0252400-01
Bradi3g37360	Os08t0450900-00
Bradi1g18570	Os07t0669200-00
Bradi1g06960	Os03t0777100-01
Bradi2g51090	Os01t0955100-01
Bradi4g44704	Os11t0109633-00
Bradi1g17950	Os07t0675000-02
Bradi5g15647	Os04t0354200-00
Bradi3g16580	Os08t0156900-01
Bradi5g20330	Os04t0598200-00
Bradi4g03787	Os12t0576700-01
Bradi3g23880	Os10t0372500-00
Bradi3g37551	Os08t0290700-01
Bradi3g21650	Os10t0580300-01
Bradi3g20970	Os10t0148700-01
Bradi1g25290	Os12t0438100-01
Bradi3g08420	Os02t0224400-01
Bradi4g42523	Os11t0151500-01
Bradi1g27720	Os07t0484200-01
Bradi1g38740	Os06t0530600-00
Bradi3g54500	Os02t0804300-01
Bradi2g58300	Os02t0297600-01
Bradi1g31250	Os06t0656000-00
Bradi3g59490	Os02t0744000-01
Bradi3g17050	Os08t0152700-01
Bradi2g33200	Os05t0196200-01
Bradi1g71650	Os08t0359600-01
Bradi1g02370	Os03t0839200-01
Bradi2g54240	Os01t0835500-01
Bradi4g22650	Os11t0156800-01
Bradi3g32650	Os06t0341600-01
Bradi5g22027	Os02t0305800-00
Bradi1g26120	Os07t0518100-01
Bradi1g46090	Os02t0767200-01
Bradi1g00840	Os03t0858600-01
Bradi1g35760	Os06t0622900-01
Bradi1g37960	Os06t0557100-01
Bradi5g09690	Os04t0417000-01
Bradi1g20880	Os07t0616600-02
Bradi3g58890	Os02t0753700-01
Bradi1g77350	Os03t0117800-01
Bradi3g60810	Os03t0657100-01
Bradi5g12300	Os04t0458900-01
Bradi5g25790	Os04t0672100-01
Bradi3g41210	Os08t0531100-01
Bradi1g78106	Os03t0107100-00
Bradi4g20140	Os11t0302750-00
Bradi2g25580	Os05t0408200-01
Bradi2g26580	Os12t0573900-01
Bradi3g09540	Os06t0528600-01
Bradi2g17520	Os05t0550800-01
Bradi1g04300	Os03t0811100-01
Bradi3g27970	Os10t0457700-01
Bradi5g04050	Os04t0228000-01
Bradi4g36630	Os08t0549900-00
Bradi1g66820	Os03t0271200-01
Bradi2g46345	Os01t0674400-00
Bradi3g46420	Os02t0567100-01
Bradi1g09750	Os03t0731500-01
Bradi2g10240	Os01t0272800-01
Bradi2g57530	Os01t0894700-01
Bradi2g41130	Os01t0558200-01
Bradi1g11790	Os03t0697200-00
Bradi3g10760	Os02t0326200-00
Bradi3g27660	Os10t0443200-01
Bradi2g06120	Os01t0199400-01
Bradi2g09470	Os01t0260700-01
Bradi1g74700	Os03t0156500-01
Bradi1g48560	Os06t0161900-01
Bradi2g46306	Os01t0673800-01
Bradi5g21383	Os04t0611700-00
Bradi3g42790	Os08t0557900-01
Bradi5g09076	Os04t0652600-01
Bradi4g14820	Os09t0114700-00
Bradi5g25750	Os04t0671700-01
Bradi2g19240	Os05t0526300-01
Bradi1g02420	Os03t0838400-01
Bradi1g18800	Os07t0661100-01
Bradi3g50570	Os02t0655800-01
Bradi1g31971	Os01t0601675-01
Bradi3g53490	Os06t0319366-00
Bradi2g34640	Os05t0163100-01
Bradi1g56620	Os05t0352700-00
Bradi1g00780	Os03t0858800-01
Bradi1g61610	Os03t0366900-01
Bradi4g35660	Os09t0524001-01
Bradi4g33870	Os09t0491756-01
Bradi5g08150	Os04t0387900-01
Bradi2g38982	Os01t0603100-01
Bradi2g09790	Os01t0265200-01
Bradi4g44844	Os11t0106800-00
Bradi4g02842	Os12t0596101-00
Bradi1g45990	Os06t0213400-01
Bradi4g12190	Os11t0637800-01
Bradi1g49160	Os06t0153200-01
Bradi1g48490	Os09t0366500-01
Bradi5g07310	Os01t0668000-01
Bradi1g12130	Os01t0600900-02
Bradi4g29512	Os09t0384900-01
Bradi3g34097	Os10t0573900-01
Bradi4g26200	Os05t0545600-00
Bradi3g27730	Os10t0445600-01
Bradi4g43920	Os12t0125400-01
Bradi2g21837	Os05t0489100-01
Bradi1g49050	Os01t0905500-01
Bradi2g48240	Os01t0716500-01
Bradi1g48580	Os01t0925400-01
Bradi2g56430	Os01t0314000-02
Bradi3g05900	Os02t0179100-01
Bradi4g30110	Os05t0593900-01
Bradi4g08720	Os09t0249700-01
Bradi4g31820	Os09t0451400-01
Bradi1g16010	Os03t0437200-01
Bradi1g34700	Os06t0708000-01
Bradi3g03544	Os02t0138900-01
Bradi5g02160	Os04t0106300-01
Bradi1g43600	Os06t0282000-01
Bradi1g24690	Os07t0563700-01
Bradi3g50800	Os02t0661000-00
Bradi2g48850	Os01t0729900-01
Bradi5g08346	Os12t0544600-00
Bradi2g43357	Os05t0538250-00
Bradi3g57420	Os02t0775100-01
Bradi4g33820	Os09t0491652-00
Bradi2g14190	Os05t0596200-03
Bradi1g20190	Os04t0321100-00
Bradi1g52140	Os06t0105600-01
Bradi3g33217	Os10t0557900-00
Bradi1g34130	Os06t0700500-01
Bradi5g13596	Os04t0481500-00
Bradi1g33590	Os03t0108500-01
Bradi1g65870	Os03t0284800-01
Bradi3g22670	Os10t0176300-00
Bradi5g19000	Os04t0253000-01
Bradi2g46630	Os01t0680900-01
Bradi1g05700	Os03t0794200-00
Bradi3g21630	Os10t0580700-01
Bradi5g25060	Os04t0154700-00
Bradi3g46136	Os11t0557400-01
Bradi1g03940	Os03t0817900-01
Bradi5g21920	Os04t0618050-01
Bradi2g55310	Os01t0855600-01
Bradi3g03380	Os10t0397400-01
Bradi4g36220	Os09t0532700-01
Bradi5g14530	Os02t0607700-01
Bradi5g08637	Os04t0395900-01
Bradi3g35612	Os01t0374000-01
Bradi1g64901	Os06t0142000-00
Bradi1g10660	Os03t0717700-01
Bradi4g24974	Os11t0157701-00
Bradi4g38420	Os03t0140650-00
Bradi5g18230	Os05t0421300-01
Bradi2g34950	Os05t0156500-01
Bradi3g04154	Os02t0152900-01
Bradi1g64817	Os03t0301200-02
Bradi4g42600	Os11t0150700-00
Bradi1g21980	Os07t0605200-01
Bradi4g00920	Os12t0632600-00
Bradi1g48147	Os06t0168800-01
Bradi3g48435	Os04t0497400-02
Bradi2g16006	Os05t0568800-01
Bradi2g37690	Os05t0119300-03
Bradi1g62220	Os03t0355700-00
Bradi1g35620	Os06t0625900-01
Bradi2g12497	Os01t0335700-01
Bradi3g11353	Os02t0307900-00
Bradi3g34495	Os10t0578500-00
Bradi1g20610	Os07t0627700-01
Bradi4g00810	Os12t0634500-00
Bradi4g34000	Os03t0805300-01
Bradi2g55740	Os01t0862000-01
Bradi1g75730	Os03t0140200-02
Bradi1g31324	Os08t0518300-00
Bradi2g60456	Os01t0940000-01
Bradi5g13800	Os04t0485000-01
Bradi5g13717	Os02t0597700-00
Bradi1g72680	Os03t0180000-00
Bradi2g26890	Os05t0387700-01
Bradi1g07160	Os11t0247300-01
Bradi1g02000	Os03t0843600-01
Bradi2g59480	Os01t0927600-01
Bradi2g56145	Os01t0868000-01
Bradi1g32300	Os06t0669275-00
Bradi2g13210	Os01t0382700-01
Bradi1g25330	Os07t0546200-01
Bradi3g41310	Os08t0532300-01
Bradi3g52760	Os02t0705100-01
Bradi1g28320	Os08t0124000-02
Bradi1g19702	Os07t0644100-01
Bradi2g04070	Os01t0166100-01
Bradi3g43290	Os02t0469600-01
Bradi5g13053	Os04t0471000-00
Bradi3g54010	Os02t0794600-01
Bradi2g45190	Os01t0648700-01
Bradi3g55360	Os02t0817000-01
Bradi2g35780	Os05t0163700-01
Bradi4g26460	Os11t0133001-01
Bradi1g56922	Os07t0162200-00
Bradi3g57480	Os02t0773732-01
Bradi4g25660	Os11t0112400-01
Bradi5g17110	Os04t0540600-01
Bradi2g11707	Os01t0306400-01
Bradi3g52570	Os02t0701900-01
Bradi1g74257	Os03t0162725-00
Bradi2g53540	Os01t0821900-01
Bradi4g02300	Os04t0109100-01
Bradi4g33520	Os09t0484300-01
Bradi1g74630	Os03t0157500-01
Bradi5g25390	Os04t0666900-01
Bradi1g26150	Os07t0517600-00
Bradi1g61620	Os03t0366800-00
Bradi4g28400	Os09t0346400-01
Bradi1g65220	Os03t0296300-01
Bradi1g67020	Os03t0267300-01
Bradi2g11060	Os01t0284700-01
Bradi4g31720	Os09t0447500-01
Bradi5g13617	Os04t0481700-01
Bradi1g32580	Os06t0677500-01
Bradi2g20347	Os05t0509400-01
Bradi2g20260	Os05t0512000-01
Bradi4g13500	Os11t0458600-00
Bradi1g01290	Os03t0852200-01
Bradi5g23050	Os04t0633900-00
Bradi4g39540	Os12t0239000-01
Bradi2g05745	Os11t0225200-00
Bradi2g20141	Os05t0510800-01
Bradi3g28340	Os10t0467600-01
Bradi3g59863	Os02t0736900-01
Bradi4g19641	Os11t0323860-01
Bradi1g07200	Os03t0773300-01
Bradi4g26670	Os12t0152900-01
Bradi1g47890	Os06t0175900-01
Bradi2g54520	Os01t0839300-01
Bradi1g67942	Os03t0251700-00
Bradi1g16640	Os07t0693400-00
Bradi2g55760	Os01t0862300-01
Bradi2g54560	Os01t0839900-01
Bradi2g51030	Os01t0767900-01
Bradi3g52516	Os12t0169300-00
Bradi2g49840	Os01t0749100-01
Bradi4g44680	Os12t0109800-00
Bradi1g36950	Os06t0596300-01
Bradi1g57775	Os02t0298200-01
Bradi3g24685	Os06t0658400-01
Bradi5g27505	Os07t0486400-01
Bradi3g38527	Os08t0483200-01
Bradi2g51400	Os01t0772800-01
Bradi2g28890	Os05t0350600-01
Bradi1g70750	Os05t0345100-00
Bradi3g03970	Os02t0149900-00
Bradi3g19650	Os08t0276400-01
Bradi1g03790	Os03t0820300-01
Bradi1g50030	Os06t0132500-01
Bradi2g49660	Os05t0519700-01
Bradi5g24050	Os10t0464400-01
Bradi4g30500	Os09t0421300-01
Bradi4g02548	Os03t0669900-00
Bradi3g19550	Os08t0274700-01
Bradi5g18170	Os04t0559700-01
Bradi5g19671	Os07t0103000-01
Bradi2g03297	Os01t0150000-01
Bradi1g67100	Os03t0266100-01
Bradi2g50840	Os01t0764800-01
Bradi3g45540	Os02t0550300-00
Bradi1g50760	Os06t0118700-02
Bradi4g42540	Os11t0151400-01
Bradi1g06636	Os03t0192100-01
Bradi1g78570	Os03t0100900-01
Bradi4g41905	Os07t0485366-00
Bradi1g75620	Os03t0141000-01
Bradi5g21770	Os05t0510600-01
Bradi4g29650	Os09t0394500-01
Bradi3g13980	Os08t0120000-01
Bradi3g57060	Os02t0730500-01
Bradi3g21565	Os04t0176300-00
Bradi1g19870	Os07t0641600-02
Bradi2g45450	Os01t0655500-01
Bradi5g14770	Os04t0501200-01
Bradi1g34836	Os01t0156300-01
Bradi2g41473	Os09t0558600-01
Bradi1g26277	Os07t0516200-01
Bradi1g39247	Os06t0507900-01
Bradi3g53341	Os11t0256300-01
Bradi5g19070	Os04t0577500-01
Bradi1g42895	Os06t0317400-01
Bradi1g32960	Os11t0648700-01
Bradi3g36270	Os08t0427300-01
Bradi5g19367	Os04t0583700-00
Bradi3g33780	Os10t0566800-01
Bradi1g13080	Os03t0661500-01
Bradi2g41235	Os01t0518000-01
Bradi5g16980	Os04t0538100-01
Bradi1g58020	Os07t0137800-00
Bradi2g22923	Os02t0230625-00
Bradi2g60810	Os01t0950900-01
Bradi3g48400	Os04t0593500-00
Bradi3g60080	Os02t0782100-01
Bradi4g21080	Os12t0207300-01
Bradi1g70160	Os03t0213100-01
Bradi3g12590	Os08t0564000-01
Bradi3g58340	Os02t0759500-01
Bradi3g30070	Os10t0500600-01
Bradi4g25601	Os12t0112401-00
Bradi1g27901	Os12t0407000-00
Bradi4g44740	Os11t0109400-01
Bradi4g25998	Os11t0120600-00
Bradi1g65890	Os03t0284500-01
Bradi2g27267	Os05t0373300-01
Bradi2g26346	Os02t0467500-01
Bradi1g31050	Os06t0652200-01
Bradi5g12617	Os04t0464200-01
Bradi1g00200	Os10t0368100-01
Bradi2g42710	Os01t0600400-01
Bradi3g05760	Os02t0177800-02
Bradi3g44840	Os02t0530600-01
Bradi4g03180	Os07t0180300-01
Bradi3g39635	Os07t0692300-01
Bradi4g02880	Os11t0672600-01
Bradi2g60660	Os01t0949500-01
Bradi3g27170	Os10t0431700-00
Bradi3g37640	Os08t0459300-01
Bradi1g09600	Os03t0734100-01
Bradi4g14690	Os12t0161900-01
Bradi5g09630	Os04t0416000-01
Bradi1g72880	Os03t0176700-00
Bradi1g36530	Os02t0200900-01
Bradi4g28100	Os09t0325700-01
Bradi4g26487	Os12t0136200-01
Bradi4g08560	Os09t0237600-01
Bradi1g68131	Os03t0247200-01
Bradi4g42276	Os08t0443600-00
Bradi3g07660	Os02t0204400-00
Bradi4g08050	Os12t0405100-01
Bradi2g34670	Os05t0162800-00
Bradi5g12970	Os04t0469400-01
Bradi2g52640	Os01t0802700-01
Bradi5g10170	Os04t0430100-01
Bradi1g44040	Os06t0260000-01
Bradi3g03886	Os07t0554900-01
Bradi1g54290	Os07t0206800-00
Bradi3g50560	Os02t0655700-01
Bradi3g32540	Os10t0545600-00
Bradi1g08638	Os03t0748500-01
Bradi3g13270	Os12t0287200-01
Bradi1g57100	Os07t0159700-00
Bradi2g26170	Os05t0393700-01
Bradi3g20580	Os08t0326700-00
Bradi4g36890	Os09t0544400-00
Bradi4g42132	Os12t0156400-01
Bradi1g33500	Os11t0457300-01
Bradi5g12757	Os04t0465700-01
Bradi1g76550	Os03t0128800-01
Bradi2g62510	Os01t0975300-01
Bradi2g26790	Os05t0383100-01
Bradi4g08140	Os12t0290600-01
Bradi2g10850	Os01t0280400-00
Bradi3g09890	Os02t0266300-01
Bradi5g17045	Os03t0758050-01
Bradi5g11020	Os04t0446000-01
Bradi2g06260	Os01t0201200-01
Bradi3g60910	Os02t0834300-01
Bradi1g77860	Os03t0111000-01
Bradi3g34940	Os08t0382400-01
Bradi4g38960	Os08t0564100-01
Bradi1g35030	Os06t0713000-01
Bradi3g42650	Os08t0556200-01
Bradi4g24867	Os11t0160550-00
Bradi1g15450	Os03t0583800-01
Bradi1g32241	Os06t0668400-01
Bradi2g55567	Os01t0859500-01
Bradi3g57280	Os06t0205000-01
Bradi3g14771	Os06t0120466-00
Bradi1g45846	Os06t0216400-01
Bradi3g42680	Os08t0556700-01
Bradi1g13190	Os03t0659300-01
Bradi2g40880	Os01t0550600-00
Bradi1g14340	Os03t0627300-01
Bradi2g16420	Os05t0565100-01
Bradi1g76630	Os03t0128000-01
Bradi3g33650	Os10t0564400-01
Bradi2g18200	Os05t0541400-01
Bradi2g60260	Os01t0937300-01
Bradi2g57107	Os01t0884500-01
Bradi1g61350	Os03t0374400-01
Bradi2g51110	Os05t0511500-01
Bradi1g75877	Os03t0137800-01
Bradi1g70710	Os03t0207250-01
Bradi1g72980	Os03t0174500-01
Bradi5g09650	Os02t0537700-01
Bradi2g29010	Os05t0351200-00
Bradi4g05930	Os12t0533700-01
Bradi1g60190	Os03t0113100-01
Bradi1g57880	Os07t0134000-02
Bradi1g03750	Os03t0820600-01
Bradi3g33790	Os10t0566900-01
Bradi2g56260	Os01t0869800-01
Bradi1g43580	Os06t0283300-01
Bradi4g40540	Os12t0194600-01
Bradi4g43560	Os12t0135200-01
Bradi1g43341	Os06t0292100-00
Bradi4g22681	Os11t0512000-01
Bradi1g47626	Os06t0136100-01
Bradi1g78630	Os03t0100300-01
Bradi1g75930	Os03t0137300-01
Bradi2g45380	Os01t0653800-02
Bradi3g20677	Os09t0368500-01
Bradi2g36000	Os05t0148600-01
Bradi2g54260	Os01t0835700-01
Bradi4g14630	Os11t0595200-01
Bradi1g18700	Os08t0132100-00
Bradi1g55640	Os07t0178100-01
Bradi3g57857	Os02t0767900-01
Bradi3g36740	Os08t0435700-00
Bradi1g06760	Os03t0781300-01
Bradi1g34910	Os06t0711700-00
Bradi3g52260	Os02t0695200-01
Bradi3g37040	Os08t0438400-01
Bradi5g10440	Os04t0433900-00
Bradi2g43628	Os01t0616800-01
Bradi4g01910	Os12t0612400-01
Bradi5g27377	Os04t0690400-01
Bradi2g61740	Os01t0965700-00
Bradi2g04767	Os01t0176400-01
Bradi1g22950	Os07t0588500-00
Bradi2g17280	Os05t0553400-01
Bradi1g19790	Os11t0482400-01
Bradi1g65687	Os03t0288400-01
Bradi3g55710	Os02t0820700-03
Bradi3g44560	Os02t0523800-01
Bradi1g51990	Os06t0108600-00
Bradi4g28560	Os03t0279200-01
Bradi4g44070	Os11t0124900-01
Bradi2g51727	Os01t0779400-01
Bradi2g16875	Os07t0463800-00
Bradi5g25407	Os04t0667200-01
Bradi2g42650	Os01t0598600-01
Bradi1g31320	Os06t0656500-01
Bradi3g58250	Os02t0760300-01
Bradi4g10110	Os11t0672700-01
Bradi3g01230	Os02t0111800-02
Bradi2g06830	Os01t0212400-01
Bradi3g44520	Os02t0518500-00
Bradi1g37582	Os06t0568200-01
Bradi1g30430	Os06t0643300-01
Bradi2g14320	Os07t0467500-01
Bradi1g33340	Os09t0245500-01
Bradi2g20340	Os01t0772800-01
Bradi2g12930	Os01t0367400-01
Bradi1g64530	Os03t0306900-01
Bradi1g35020	Os06t0712900-01
Bradi1g25883	Os07t0466000-00
Bradi1g48380	Os06t0164900-00
Bradi4g23550	Os11t0187150-00
Bradi4g26725	Os02t0729300-01
Bradi1g61520	Os03t0369700-01
Bradi2g03120	Os01t0147200-01
Bradi1g51757	Os06t0113150-00
Bradi1g28090	Os07t0476900-01
Bradi4g34790	Os09t0508300-01
Bradi1g66460	Os03t0277500-01
Bradi1g15627	Os02t0106600-01
Bradi3g08620	Os02t0227100-01
Bradi4g06180	Os01t0596425-00
Bradi3g57830	Os06t0210000-00
Bradi1g21170	Os09t0325800-01
Bradi1g76400	Os03t0130500-01
Bradi3g56030	Os02t0823000-01
Bradi2g36612	Os05t0142000-01
Bradi1g69135	Os11t0546300-01
Bradi2g17192	Os05t0555600-03
Bradi2g53730	Os01t0825800-01
Bradi1g68800	Os03t0236300-00
Bradi3g44100	Os02t0509600-01
Bradi3g42310	Os08t0549900-00
Bradi2g38631	Os05t0236600-00
Bradi4g19720	Os04t0473150-00
Bradi1g47150	Os08t0399600-01
Bradi3g40497	Os08t0520000-01
Bradi3g58571	Os02t0758200-01
Bradi2g09540	Os07t0191000-01
Bradi2g02740	Os01t0141600-01
Bradi4g03840	Os12t0574800-02
Bradi2g21180	Os05t0495600-00
Bradi3g45910	Os02t0557600-01
Bradi4g34990	Os09t0513000-01
Bradi4g40611	Os12t0193100-04
Bradi5g08920	Os02t0526400-01
Bradi2g19040	Os05t0529300-01
Bradi3g09110	Os02t0237100-01
Bradi1g30930	Os06t0649900-01
Bradi2g47310	Os01t0695300-01
Bradi2g15260	Os05t0581800-01
Bradi5g16890	Os04t0535400-01
Bradi1g23890	Os07t0574100-00
Bradi3g42980	Os08t0559900-01
Bradi2g12585	Os02t0474000-01
Bradi2g02880	Os01t0143100-01
Bradi3g32025	Os10t0534400-01
Bradi3g20867	Os10t0155700-00
Bradi2g39770	Os05t0105100-01
Bradi3g03770	Os02t0148000-01
Bradi4g31016	Os08t0451400-01
Bradi3g20640	Os08t0324200-01
Bradi1g57470	Os03t0425200-01
Bradi3g03090	Os02t0134500-01
Bradi3g28648	Os05t0104650-00
Bradi2g53720	Os01t0825700-01
Bradi2g48650	Os01t0725600-01
Bradi2g24910	Os01t0882800-01
Bradi1g63850	Os03t0322600-01
Bradi1g69110	Os03t0229100-00
Bradi4g06500	Os12t0511000-01
Bradi3g35490	Os08t0405700-01
Bradi5g16280	Os02t0780600-01
Bradi5g24160	Os04t0652500-00
Bradi1g10990	Os03t0704000-00
Bradi4g26700	Os11t0104050-01
Bradi4g25470	Os12t0155100-01
Bradi5g12080	Os04t0455600-02
Bradi2g23710	Os05t0449900-01
Bradi1g74000	Os03t0165600-01
Bradi1g31737	Os06t0663100-01
Bradi3g01470	Os02t0115700-01
Bradi3g39760	Os08t0502800-01
Bradi1g05510	Os03t0796501-00
Bradi2g41570	Os01t0572700-01
Bradi3g39910	Os08t0506400-01
Bradi1g10110	Os03t0726500-01
Bradi5g11315	Os08t0410950-00
Bradi2g49906	Os01t0750100-01
Bradi1g64240	Os03t0313100-01
Bradi3g00580	Os10t0137000-01
Bradi2g12290	Os01t0328500-01
Bradi4g14891	Os08t0164100-01
Bradi1g17510	Os07t0682400-01
Bradi1g76020	Os03t0136200-01
Bradi3g12894	Os08t0100600-01
Bradi1g40780	Os06t0332400-02
Bradi5g19600	Os04t0585700-01
Bradi2g11420	Os01t0297700-01
Bradi3g47298	Os02t0587800-01
Bradi4g32830	Os09t0471800-01
Bradi2g50370	Os01t0758200-01
Bradi2g61017	Os01t0952700-01
Bradi2g51010	Os01t0767600-01
Bradi5g14990	Os05t0215800-01
Bradi5g24290	Os04t0650333-00
Bradi1g72950	Os02t0130100-01
Bradi1g48697	Os06t0158900-00
Bradi3g12560	Os08t0563500-00
Bradi1g30811	Os06t0647100-01
Bradi1g34180	Os06t0701200-01
Bradi3g51457	Os02t0672800-01
Bradi2g47320	Os01t0695600-00
Bradi3g28551	Os05t0299300-01
Bradi2g51940	Os01t0784200-00
Bradi4g28440	Os09t0346900-01
Bradi1g02635	Os03t0835150-01
Bradi5g12722	Os04t0465432-00
Bradi2g54040	Os01t0831200-01
Bradi2g27326	Os05t0372833-00
Bradi3g25930	Os10t0405100-02
Bradi3g56815	Os02t0734600-01
Bradi1g19660	Os07t0645000-01
Bradi5g23530	Os05t0250200-00
Bradi3g01783	Os02t0610000-00
Bradi5g24530	Os04t0659500-01
Bradi2g14375	Os05t0593300-01
Bradi3g34567	Os10t0579400-01
Bradi2g58235	Os01t0909000-00
Bradi4g14560	Os11t0599101-01
Bradi2g24750	Os05t0426300-01
Bradi1g59940	Os04t0321600-01
Bradi1g75750	Os10t0466300-01
Bradi1g02697	Os03t0834000-01
Bradi1g30710	Os06t0646100-01
Bradi2g17800	Os05t0545400-01
Bradi4g11204	Os04t0438101-00
Bradi3g10397	Os02t0283800-01
Bradi3g21411	Os07t0671000-00
Bradi1g68570	Os03t0239300-01
Bradi3g30260	Os10t0503800-01
Bradi4g44838	Os11t0107400-01
Bradi1g49477	Os06t0125600-01
Bradi3g01487	Os02t0116100-00
Bradi4g05690	Os12t0538500-01
Bradi1g26000	Os07t0523600-01
Bradi1g14983	Os03t0603600-01
Bradi1g11910	Os03t0694500-01
Bradi2g56037	Os12t0428000-01
Bradi3g48810	Os02t0617100-01
Bradi3g09100	Os02t0237000-00
Bradi4g04140	Os12t0568700-00
Bradi4g35557	Os09t0521900-01
Bradi1g21372	Os03t0388500-01
Bradi4g02670	Os12t0597800-01
Bradi1g45120	Os06t0488200-01
Bradi2g26490	Os01t0377000-01
Bradi1g07133	Os03t0774400-01
Bradi3g33460	Os10t0562500-01
Bradi4g20858	Os11t0261500-00
Bradi5g02290	Os04t0105100-01
Bradi1g36270	Os06t0608600-01
Bradi2g45550	Os01t0658400-01
Bradi2g24980	Os05t0421900-00
Bradi1g31530	Os06t0660200-01
Bradi2g05760	Os01t0192300-01
Bradi2g35600	Os05t0151300-01
Bradi2g00740	Os01t0108600-01
Bradi2g16981	Os05t0557900-01
Bradi3g37080	Os08t0436600-01
Bradi3g19927	Os08t0292900-01
Bradi4g03490	Os12t0581600-01
Bradi1g69090	Os03t0228500-01
Bradi5g17430	Os04t0545700-00
Bradi2g11360	Os01t0295900-01
Bradi5g27150	Os04t0688200-01
Bradi1g54700	Os07t0193600-01
Bradi1g18550	Os07t0669100-01
Bradi3g57267	Os02t0776900-01
Bradi5g15027	Os07t0121200-00
Bradi1g58030	Os07t0137900-01
Bradi1g52650	Os07t0301200-01
Bradi4g30085	Os01t0922800-01
Bradi1g06250	Os03t0789200-01
Bradi1g31337	Os06t0657500-03
Bradi3g29270	Os10t0485300-01
Bradi5g20190	Os04t0594800-01
Bradi3g20830	Os10t0159700-01
Bradi1g62810	Os05t0120200-01
Bradi2g31910	Os05t0222200-01
Bradi1g26890	Os07t0498900-01
Bradi3g44860	Os02t0531600-01
Bradi1g09357	Os10t0421800-01
Bradi1g19510	Os07t0647800-01
Bradi5g17240	Os04t0542900-01
Bradi5g08907	Os04t0404900-01
